average,date,highest,lowest,order_count,volume,type_id
653.0,2024-05-01,653.0,653.0,3,14587,62541
653.0,2024-05-02,653.0,653.0,2,98,62541
653.0,2024-05-03,653.0,653.0,7,12709,62541
653.0,2024-05-04,653.0,653.0,4,51432,62541
653.0,2024-05-05,653.0,653.0,2,6255,62541
653.0,2024-05-06,653.0,653.0,3,24410,62541
551.0,2024-05-07,551.0,551.0,5,14765,62541
581.0,2024-05-08,581.0,581.0,4,31760,62541
581.0,2024-05-09,581.0,581.0,8,15384,62541
581.0,2024-05-10,581.0,581.0,3,1823,62541
581.0,2024-05-11,581.0,581.0,3,48600,62541
689.5,2024-05-12,689.5,689.5,10,36580,62541
554.3,2024-05-13,554.3,554.3,2,12684,62541
554.3,2024-05-14,554.3,554.3,6,11994,62541
554.3,2024-05-15,554.3,554.3,2,16524,62541
724.0,2024-05-16,724.0,724.0,18,883443,62541
554.3,2024-05-17,554.3,554.3,4,16324,62541
554.3,2024-05-18,554.3,554.3,2,37389,62541
554.3,2024-05-19,554.3,554.3,6,27353,62541
554.3,2024-05-20,554.3,554.3,4,47153,62541
554.3,2024-05-21,554.3,554.3,5,10547,62541
695.0,2024-05-22,695.0,695.0,3,65701,62541
554.3,2024-05-23,554.3,554.3,3,537,62541
554.3,2024-05-24,554.3,554.3,1,1600,62541
554.3,2024-05-25,554.3,554.3,5,79209,62541
551.0,2024-05-26,551.0,551.0,6,106150,62541
551.0,2024-05-27,551.0,551.0,3,6110,62541
750.0,2024-05-28,750.0,750.0,27,464445,62541
551.0,2024-05-29,551.0,551.0,1,92,62541
551.0,2024-05-30,551.0,551.0,5,36889,62541
551.0,2024-05-31,551.0,551.0,9,43793,62541
551.0,2024-06-01,551.0,551.0,2,1708,62541
551.0,2024-06-02,551.0,551.0,1,8321,62541
551.0,2024-06-03,551.0,551.0,2,28993,62541
698.8,2024-06-04,698.8,698.8,2,14300,62541
695.0,2024-06-05,695.0,695.0,7,22485,62541
400.0,2024-06-06,400.0,400.0,4,8522,62541
400.0,2024-06-07,400.0,400.0,1,29,62541
400.0,2024-06-08,400.0,400.0,7,51318,62541
401.0,2024-06-09,401.0,401.0,5,24006,62541
401.0,2024-06-10,401.0,401.0,4,632,62541
401.0,2024-06-11,401.0,401.0,2,795,62541
450.0,2024-06-12,668.0,444.9,17,235397,62541
402.0,2024-06-13,402.0,402.0,7,77171,62541
660.0,2024-06-14,670.0,659.9,7,143225,62541
402.0,2024-06-15,402.0,402.0,5,7112,62541
402.1,2024-06-16,402.1,402.1,3,17743,62541
644.8,2024-06-17,644.8,644.8,7,50096,62541
644.8,2024-06-18,644.8,644.8,4,199,62541
402.3,2024-06-19,402.3,402.3,2,1209,62541
402.3,2024-06-20,402.3,402.3,1,33156,62541
402.3,2024-06-21,402.3,402.3,9,26633,62541
640.2,2024-06-22,640.2,640.2,6,79858,62541
402.3,2024-06-23,402.3,402.3,3,17402,62541
402.2,2024-06-24,402.2,402.2,3,70926,62541
402.0,2024-06-25,402.0,402.0,9,60153,62541
402.0,2024-06-26,402.0,402.0,6,17596,62541
637.0,2024-06-27,637.0,637.0,11,36457,62541
402.0,2024-06-28,402.0,402.0,3,23838,62541
402.0,2024-06-29,402.0,402.0,2,3295,62541
402.0,2024-06-30,402.0,402.0,9,99119,62541
402.0,2024-07-01,402.0,402.0,3,236,62541
600.0,2024-07-03,600.0,600.0,3,7493,62541
644.0,2024-07-04,644.0,644.0,15,140209,62541
402.4,2024-07-05,402.4,402.4,4,20354,62541
402.0,2024-07-06,402.0,402.0,8,53230,62541
402.1,2024-07-08,402.1,402.1,4,6677,62541
644.0,2024-07-09,644.0,644.0,8,273563,62541
643.9,2024-07-10,643.9,643.9,7,30437,62541
400.0,2024-07-11,400.0,400.0,4,15498,62541
400.0,2024-07-12,400.0,400.0,6,3829,62541
619.0,2024-07-13,619.0,619.0,4,5011,62541
400.0,2024-07-14,400.0,400.0,4,13618,62541
400.0,2024-07-15,400.0,400.0,6,28914,62541
400.0,2024-07-16,400.0,400.0,5,38352,62541
644.0,2024-07-17,644.0,644.0,5,129600,62541
401.7,2024-07-18,401.7,401.7,1,751,62541
401.7,2024-07-19,401.7,401.7,4,13119,62541
402.29,2024-07-20,402.3,402.1,2,33,62541
402.5,2024-07-21,402.5,402.5,2,11546,62541
402.8,2024-07-22,402.8,402.8,6,26368,62541
570.0,2024-07-23,570.0,570.0,7,170933,62541
403.3,2024-07-24,403.3,403.3,2,19684,62541
403.6,2024-07-25,403.6,403.6,4,2714,62541
568.0,2024-07-26,568.0,568.0,5,388420,62541
569.7,2024-07-27,589.8,405.0,13,55902,62541
590.0,2024-07-28,590.0,590.0,10,36118,62541
634.0,2024-07-29,634.0,634.0,5,254762,62541
436.6,2024-07-30,436.6,436.6,5,32533,62541
437.0,2024-07-31,437.0,437.0,4,22335,62541
437.9,2024-08-01,437.9,437.9,2,1591,62541
630.0,2024-08-02,632.0,630.0,11,125190,62541
439.1,2024-08-03,439.1,439.1,3,13226,62541
439.3,2024-08-04,439.3,439.3,9,98142,62541
639.0,2024-08-05,639.0,639.0,14,127009,62541
450.0,2024-08-06,450.0,450.0,4,20103,62541
639.0,2024-08-07,639.0,639.0,11,98846,62541
439.3,2024-08-08,450.3,437.5,8,215295,62541
629.9,2024-08-09,629.9,629.9,2,5000,62541
624.0,2024-08-10,624.0,624.0,6,27780,62541
644.8,2024-08-11,679.95,624.0,23,344166,62541
460.3,2024-08-12,460.3,460.3,1,2500,62541
463.1,2024-08-13,463.1,463.1,2,211,62541
464.3,2024-08-14,464.3,464.3,4,20815,62541
464.4,2024-08-15,464.4,464.4,4,28007,62541
466.3,2024-08-16,466.3,466.3,5,97984,62541
466.3,2024-08-17,466.3,466.3,3,198,62541
466.3,2024-08-18,466.3,466.3,2,643,62541
700.0,2024-08-19,700.0,700.0,7,38332,62541
466.3,2024-08-20,466.3,466.3,5,19994,62541
466.4,2024-08-21,466.4,466.4,5,67156,62541
698.8,2024-08-22,698.8,698.8,3,2200,62541
650.0,2024-08-23,650.0,650.0,5,1331,62541
648.0,2024-08-24,648.0,648.0,7,41259,62541
468.1,2024-08-25,468.1,468.1,2,21976,62541
468.9,2024-08-26,468.9,468.9,1,12,62541
470.2,2024-08-27,470.2,470.2,2,5576,62541
471.2,2024-08-28,471.2,471.2,5,28183,62541
471.2,2024-08-29,471.2,471.2,5,27045,62541
471.6,2024-08-30,471.6,471.6,2,85,62541
471.8,2024-08-31,471.8,471.8,13,59214,62541
473.7,2024-09-01,473.7,473.7,5,17739,62541
598.0,2024-09-02,598.0,598.0,10,178065,62541
475.1,2024-09-03,475.1,475.1,4,24687,62541
598.0,2024-09-04,598.0,598.0,7,34067,62541
599.8,2024-09-05,599.8,599.8,16,222375,62541
475.63,2024-09-06,475.7,475.6,2,47,62541
466.3,2024-09-07,466.3,466.3,4,8329,62541
476.9,2024-09-08,476.9,476.9,14,59663,62541
476.4,2024-09-09,476.4,476.4,6,198,62541
639.0,2024-09-10,648.7,639.0,6,7333,62541
4781.0,2024-09-11,4781.0,4781.0,5,30158,62541
480.0,2024-09-12,480.0,480.0,6,6480,62541
480.1,2024-09-13,480.1,480.1,3,509,62541
615.0,2024-09-14,615.0,615.0,5,16114,62541
647.8,2024-09-15,647.8,647.8,7,29414,62541
647.7,2024-09-16,647.7,647.7,3,169,62541
480.7,2024-09-17,480.7,480.7,4,391911,62541
480.6,2024-09-18,480.6,480.6,3,29105,62541
500.0,2024-09-19,500.0,500.0,11,95519,62541
500.4,2024-09-20,500.4,500.4,13,138278,62541
500.7,2024-09-21,646.7,500.7,8,31441,62541
500.8,2024-09-22,500.8,500.8,1,39,62541
500.9,2024-09-23,500.9,500.9,2,516,62541
501.0,2024-09-24,501.0,501.0,1,429,62541
500.7,2024-09-25,500.7,500.7,3,6576,62541
646.6,2024-09-26,649.0,646.5,17,549622,62541
501.1,2024-09-27,501.1,501.1,6,13362,62541
799.0,2024-09-28,799.0,799.0,5,10327,62541
637.7,2024-09-29,637.7,637.7,3,3588,62541
500.6,2024-09-30,500.6,500.6,1,99,62541
501.2,2024-10-01,501.2,501.2,2,920,62541
501.2,2024-10-02,501.2,501.2,3,46589,62541
501.2,2024-10-03,501.2,501.2,2,4756,62541
501.2,2024-10-05,501.2,501.2,4,35326,62541
501.2,2024-10-06,501.2,501.2,8,13603,62541
500.7,2024-10-07,500.7,500.7,8,34380,62541
500.7,2024-10-08,500.7,500.7,4,294463,62541
500.7,2024-10-09,500.7,500.7,5,108751,62541
500.7,2024-10-10,500.7,500.7,8,16358,62541
497.64,2024-10-11,500.8,483.1,2,56,62541
483.1,2024-10-12,483.1,483.1,6,46146,62541
483.0,2024-10-13,483.0,483.0,6,53071,62541
483.1,2024-10-14,483.1,483.1,1,3165,62541
483.2,2024-10-15,483.7,483.2,6,27394,62541
485.0,2024-10-16,485.0,485.0,8,16873,62541
485.0,2024-10-17,485.0,485.0,3,5689,62541
485.0,2024-10-18,485.0,485.0,2,8694,62541
709.0,2024-10-19,710.0,485.0,12,152813,62541
600.0,2024-10-20,600.0,600.0,4,1393,62541
730.0,2024-10-21,742.6,730.0,12,78545,62541
742.6,2024-10-22,742.6,742.6,12,177830,62541
743.9,2024-10-23,789.0,743.0,11,70113,62541
487.9,2024-10-24,487.9,487.9,3,7745,62541
570.0,2024-10-25,570.0,570.0,5,66274,62541
488.7,2024-10-26,488.7,488.7,4,9443,62541
489.6,2024-10-27,489.6,489.6,4,31147,62541
491.0,2024-10-28,491.0,491.0,11,41056,62541
491.7,2024-10-29,491.7,491.7,3,63886,62541
492.1,2024-10-30,492.1,492.1,1,1600,62541
700.0,2024-10-31,700.0,700.0,6,26928,62541
493.5,2024-11-01,493.5,493.5,5,32629,62541
494.0,2024-11-02,494.0,494.0,6,23707,62541
494.8,2024-11-03,494.8,494.8,4,9697,62541
495.0,2024-11-04,495.0,495.0,3,3804,62541
495.3,2024-11-05,495.3,495.3,2,168,62541
496.1,2024-11-06,496.1,496.1,5,7642,62541
728.8,2024-11-07,728.8,728.8,21,253835,62541
496.5,2024-11-08,496.5,496.5,7,41294,62541
497.0,2024-11-09,497.0,497.0,4,5001,62541
728.6,2024-11-10,728.6,728.6,3,28100,62541
728.0,2024-11-11,728.0,728.0,4,143160,62541
498.6,2024-11-12,498.6,498.6,3,18408,62541
499.1,2024-11-13,728.6,498.5,13,40699,62541
499.1,2024-11-14,499.1,499.1,5,30679,62541
499.9,2024-11-15,499.9,499.9,6,31261,62541
699.0,2024-11-16,700.0,699.0,20,106959,62541
501.3,2024-11-17,501.3,501.3,2,15242,62541
501.4,2024-11-18,701.2,501.3,7,43824,62541
501.4,2024-11-19,550.0,501.3,5,10588,62541
501.4,2024-11-20,501.4,501.4,2,17381,62541
501.6,2024-11-21,501.6,501.6,6,17494,62541
501.6,2024-11-22,501.6,501.6,3,19362,62541
700.0,2024-11-23,700.0,700.0,7,103969,62541
502.6,2024-11-24,502.6,502.6,1,1741,62541
650.0,2024-11-25,650.0,650.0,13,121214,62541
744.0,2024-11-26,744.0,744.0,9,222351,62541
503.6,2024-11-27,503.6,503.6,4,10673,62541
504.3,2024-11-28,504.3,504.3,2,11732,62541
655.0,2024-11-29,655.0,655.0,9,123140,62541
506.1,2024-11-30,506.3,505.9,3,38,62541
700.0,2024-12-01,750.0,506.4,8,69648,62541
700.0,2024-12-02,700.0,700.0,4,510,62541
999.9,2024-12-03,999.9,999.9,9,28040,62541
506.7,2024-12-04,506.7,506.7,6,59699,62541
678.0,2024-12-05,678.0,678.0,8,153915,62541
508.1,2024-12-06,695.0,508.0,9,64002,62541
700.0,2024-12-07,700.0,700.0,9,23534,62541
650.0,2024-12-08,650.0,650.0,4,9963,62541
509.5,2024-12-09,509.5,509.5,2,1552,62541
510.6,2024-12-10,510.6,510.6,6,12695,62541
510.9,2024-12-11,510.9,510.9,2,1829,62541
511.2,2024-12-12,511.2,511.2,5,12884,62541
512.0,2024-12-13,512.0,512.0,5,58105,62541
512.3,2024-12-14,512.3,512.3,4,18560,62541
514.0,2024-12-15,514.0,514.0,2,131,62541
515.1,2024-12-16,515.1,515.1,2,6100,62541
515.1,2024-12-17,515.1,515.1,2,1297,62541
685.0,2024-12-18,685.0,685.0,12,112521,62541
650.0,2024-12-19,650.0,650.0,4,10622,62541
517.0,2024-12-20,517.0,517.0,2,6981,62541
694.9,2024-12-21,694.9,694.9,10,209637,62541
694.9,2024-12-22,699.9,694.9,6,9431,62541
649.8,2024-12-23,649.8,649.8,2,5473,62541
649.7,2024-12-24,649.7,649.7,11,263743,62541
518.6,2024-12-25,518.6,518.6,5,46734,62541
518.5,2024-12-26,518.5,518.5,6,2785,62541
518.7,2024-12-27,518.7,518.7,3,1413,62541
518.8,2024-12-28,518.8,518.8,2,1111,62541
518.9,2024-12-29,518.9,518.9,1,72,62541
519.0,2024-12-30,519.1,518.8,14,473784,62541
518.9,2024-12-31,518.9,518.9,4,4793,62541
525.0,2025-01-01,525.0,525.0,3,32773,62541
530.0,2025-01-02,530.0,530.0,6,36818,62541
780.0,2025-01-03,780.0,780.0,4,512103,62541
545.0,2025-01-04,545.0,545.0,3,2965,62541
551.0,2025-01-05,551.0,551.0,3,10644,62541
799.9,2025-01-06,799.9,799.9,11,13409,62541
551.2,2025-01-07,551.2,551.2,6,20670,62541
551.2,2025-01-08,551.2,551.2,5,24454,62541
551.4,2025-01-09,551.4,551.4,2,5385,62541
744.5,2025-01-10,750.0,743.8,21,57946,62541
869.9,2025-01-11,869.9,869.9,5,57228,62541
560.0,2025-01-12,560.0,560.0,3,92458,62541
565.3,2025-01-13,565.3,565.3,6,41217,62541
650.0,2025-01-14,869.9,582.0,10,37814,62541
580.1,2025-01-15,582.0,580.0,6,27234,62541
586.4,2025-01-16,586.4,586.4,3,174,62541
834.9,2025-01-17,834.9,834.9,6,45750,62541
835.0,2025-01-18,835.0,835.0,4,32573,62541
610.0,2025-01-19,610.1,610.0,4,6378,62541
835.0,2025-01-20,835.0,835.0,5,185514,62541
615.4,2025-01-21,615.4,615.4,5,78551,62541
615.7,2025-01-22,615.7,615.7,3,30271,62541
616.2,2025-01-23,616.2,616.2,6,23798,62541
869.0,2025-01-24,869.0,869.0,7,164131,62541
863.8,2025-01-25,863.8,863.8,7,73714,62541
617.3,2025-01-26,617.3,617.3,9,41021,62541
617.2,2025-01-27,617.2,617.2,5,3067,62541
617.0,2025-01-28,617.0,617.0,4,4971,62541
603.1,2025-01-29,603.1,603.1,5,80876,62541
605.0,2025-01-30,605.0,605.0,3,2442,62541
605.0,2025-01-31,605.0,605.0,7,24466,62541
607.1,2025-02-01,607.1,607.1,3,37626,62541
608.2,2025-02-02,608.2,608.2,11,51034,62541
608.2,2025-02-03,608.2,608.2,5,22180,62541
609.1,2025-02-04,609.1,609.1,4,42824,62541
843.8,2025-02-05,843.9,843.8,7,207708,62541
846.0,2025-02-06,848.8,844.0,26,210124,62541
610.1,2025-02-07,610.1,610.1,6,81022,62541
610.2,2025-02-08,610.2,610.2,9,122424,62541
612.0,2025-02-09,612.0,612.0,11,115098,62541
611.0,2025-02-10,611.0,611.0,6,68279,62541
844.0,2025-02-11,845.0,610.3,44,428929,62541
611.0,2025-02-12,611.0,611.0,7,6589,62541
612.0,2025-02-13,612.0,612.0,2,2530,62541
612.3,2025-02-14,612.3,612.3,5,23552,62541
998.7,2025-02-15,998.8,612.9,6,2979,62541
612.9,2025-02-16,612.9,612.9,6,40556,62541
612.9,2025-02-17,612.9,612.9,11,175346,62541
612.9,2025-02-18,612.9,612.9,7,73351,62541
612.9,2025-02-19,612.9,612.9,8,1852,62541
612.8,2025-02-20,612.8,612.8,3,3957,62541
612.8,2025-02-21,612.8,612.8,6,59652,62541
612.8,2025-02-22,612.8,612.8,9,35927,62541
789.0,2025-02-23,789.0,789.0,14,50879,62541
612.8,2025-02-24,612.8,612.8,6,11655,62541
613.0,2025-02-25,613.0,613.0,6,11076,62541
849.9,2025-02-26,849.9,849.9,9,35669,62541
615.6,2025-02-27,615.6,615.3,9,36945,62541
615.3,2025-02-28,615.3,615.3,5,54943,62541
616.0,2025-03-01,616.0,616.0,8,55788,62541
615.69,2025-03-02,615.69,615.69,11,19089,62541
616.1,2025-03-03,616.1,616.1,4,12350,62541
616.1,2025-03-04,616.1,616.1,3,2801,62541
616.1,2025-03-05,616.1,616.1,4,15106,62541
616.1,2025-03-06,616.1,616.1,3,21803,62541
616.1,2025-03-07,616.1,616.1,4,74293,62541
616.1,2025-03-08,616.1,616.1,6,159569,62541
616.1,2025-03-09,616.1,616.1,7,78507,62541
616.2,2025-03-10,616.2,616.2,4,32854,62541
616.1,2025-03-11,616.1,616.1,5,357315,62541
616.1,2025-03-12,616.1,616.1,7,13351,62541
616.2,2025-03-13,616.2,616.2,4,11108,62541
616.2,2025-03-14,616.2,616.2,4,10227,62541
616.3,2025-03-15,616.3,616.3,5,48327,62541
616.3,2025-03-16,616.3,616.3,7,35451,62541
616.4,2025-03-17,616.4,616.4,12,46350,62541
616.5,2025-03-18,616.5,616.5,7,55292,62541
616.5,2025-03-19,616.5,616.5,7,22568,62541
616.6,2025-03-20,616.6,616.6,5,67589,62541
616.0,2025-03-21,616.0,616.0,5,4906,62541
792.8,2025-03-22,796.0,760.0,21,107007,62541
615.0,2025-03-23,615.0,615.0,5,3362,62541
617.4,2025-03-24,617.4,617.4,6,35586,62541
785.0,2025-03-25,785.0,785.0,6,98101,62541
617.4,2025-03-26,617.4,617.4,3,17878,62541
617.4,2025-03-27,617.4,617.4,10,274425,62541
738.0,2025-03-28,738.0,738.0,4,115250,62541
617.6,2025-03-29,617.6,617.6,2,6329,62541
617.8,2025-03-30,617.8,617.8,3,35230,62541
617.7,2025-03-31,617.7,617.7,8,315584,62541
617.9,2025-04-01,617.9,617.9,8,101526,62541
617.8,2025-04-02,617.8,617.8,14,275172,62541
750.0,2025-04-03,750.0,750.0,9,144841,62541
617.8,2025-04-04,617.8,617.8,6,143243,62541
750.0,2025-04-05,750.0,750.0,10,173347,62541
617.8,2025-04-06,617.8,617.8,10,96382,62541
750.0,2025-04-07,750.0,750.0,4,128420,62541
618.1,2025-04-08,618.1,618.1,7,145630,62541
618.2,2025-04-09,618.2,618.2,14,546627,62541
618.2,2025-04-10,618.2,618.2,3,1314,62541
618.3,2025-04-11,618.3,618.3,6,57276,62541
618.7,2025-04-12,618.7,618.7,7,105094,62541
618.7,2025-04-13,618.7,618.7,9,192399,62541
780.0,2025-04-14,780.0,780.0,9,123717,62541
649.7,2025-04-15,649.7,649.7,2,101,62541
649.8,2025-04-16,649.8,649.8,7,21439,62541
650.1,2025-04-17,650.1,650.1,3,6273,62541
650.1,2025-04-18,650.1,650.1,5,54827,62541
650.1,2025-04-19,650.1,650.1,11,101896,62541
848.9,2025-04-20,848.9,848.9,8,63411,62541
650.3,2025-04-21,650.3,650.3,5,57417,62541
990.0,2025-04-22,990.0,990.0,4,261974,62541
650.3,2025-04-23,650.3,650.3,4,312,62541
650.3,2025-04-24,650.3,650.3,2,19495,62541
650.5,2025-04-25,650.5,650.5,4,147197,62541
650.5,2025-04-26,650.5,650.5,7,15547,62541
650.5,2025-04-27,650.5,650.5,4,11742,62541
650.5,2025-04-28,650.5,650.5,3,25456,62541
650.5,2025-04-29,650.5,650.5,11,17430,62541
655.0,2025-04-30,655.0,655.0,2,462,62541
875.0,2025-05-01,900.0,670.1,9,153802,62541
655.0,2025-05-02,655.0,655.0,4,38329,62541
655.1,2025-05-03,655.1,655.1,2,7779,62541
655.1,2025-05-04,655.1,655.1,8,82056,62541
655.0,2025-05-05,655.0,655.0,2,2861,62541
618.8,2025-05-06,618.8,618.8,3,32864,62541
618.8,2025-05-07,618.8,618.8,5,33121,62541
618.8,2025-05-08,618.8,618.8,4,67301,62541
618.8,2025-05-09,618.8,618.8,3,21799,62541
618.8,2025-05-10,618.8,618.8,4,21832,62541
618.9,2025-05-11,618.9,618.9,7,22069,62541
618.7,2025-05-12,618.7,618.7,9,194628,62541
618.7,2025-05-13,618.7,618.7,4,4130,62541
915.0,2025-05-14,915.0,915.0,5,128783,62541
618.7,2025-05-15,618.7,618.7,6,316018,62541
618.7,2025-05-16,618.7,618.7,2,28411,62541
618.7,2025-05-17,618.7,618.7,10,186326,62541
618.7,2025-05-18,618.7,618.7,10,227882,62541
580.0,2025-05-19,580.0,580.0,2,115,62541
580.0,2025-05-20,580.0,580.0,7,27299,62541
688.0,2025-05-21,688.0,688.0,7,75712,62541
580.1,2025-05-23,580.1,580.1,4,5138,62541
990.0,2025-05-24,990.0,990.0,17,1352512,62541
580.1,2025-05-25,580.1,580.1,5,102391,62541
580.1,2025-05-26,580.1,580.1,3,55744,62541
580.1,2025-05-27,580.1,580.1,1,16632,62541
580.1,2025-05-28,580.1,580.1,6,115998,62541
580.0,2025-05-29,580.0,580.0,5,5202,62541
0.02,2025-05-30,0.02,0.02,7,45099,62541
0.02,2025-05-31,0.02,0.02,8,8818,62541
580.0,2025-06-01,580.0,580.0,12,30308,62541
580.0,2025-06-02,580.0,580.0,6,9060,62541
580.0,2025-06-03,580.0,580.0,13,47234,62541
580.0,2025-06-04,580.0,580.0,5,10593,62541
580.0,2025-06-05,580.0,580.0,8,99081,62541
12.05,2025-06-06,12.05,12.05,4,28114,62541
786.9,2025-06-07,789.9,779.8,33,272164,62541
570.0,2025-06-08,570.0,570.0,6,77435,62541
830.1,2025-06-09,830.2,830.1,16,365284,62541
570.0,2025-06-10,570.0,570.0,3,2808,62541
570.0,2025-06-11,570.0,570.0,8,28490,62541
570.0,2025-06-12,570.0,570.0,8,56431,62541
12.05,2025-06-13,12.05,12.05,8,23941,62541
740.0,2025-06-14,740.0,740.0,3,65684,62541
570.0,2025-06-15,570.0,570.0,6,25218,62541
570.0,2025-06-16,570.0,570.0,12,85645,62541
570.0,2025-06-17,570.0,570.0,5,75881,62541
570.0,2025-06-18,570.0,570.0,9,30079,62541
735.9,2025-06-19,735.9,735.9,20,166918,62541
600.0,2025-06-20,600.0,600.0,7,198467,62541
12.05,2025-06-21,12.05,12.05,13,97663,62541
570.0,2025-06-22,570.0,570.0,7,17193,62541
570.0,2025-06-23,570.0,570.0,8,36233,62541
570.0,2025-06-24,570.0,570.0,11,106109,62541
575.0,2025-06-25,575.0,575.0,4,3987,62541
696.0,2024-05-01,696.0,696.0,5,801458,62542
555.7,2024-05-02,555.7,555.7,4,2612,62542
555.7,2024-05-03,555.7,555.7,6,38719,62542
555.8,2024-05-04,555.8,555.8,3,60633,62542
555.7,2024-05-05,555.7,555.7,2,7115,62542
675.0,2024-05-06,675.0,675.0,6,172311,62542
555.7,2024-05-07,555.7,555.7,14,86034,62542
555.7,2024-05-08,555.7,555.7,6,16266,62542
675.0,2024-05-09,675.0,675.0,14,213087,62542
605.0,2024-05-10,605.0,605.0,1,6845,62542
605.0,2024-05-11,605.0,605.0,6,80572,62542
680.0,2024-05-12,698.0,670.0,17,27278,62542
605.0,2024-05-13,605.0,605.0,5,46078,62542
605.0,2024-05-14,605.0,605.0,7,14684,62542
605.0,2024-05-15,605.0,605.0,4,20558,62542
605.0,2024-05-16,605.0,605.0,6,11410,62542
605.0,2024-05-17,605.0,605.0,4,19273,62542
605.0,2024-05-18,605.0,605.0,8,49753,62542
672.8,2024-05-19,672.8,672.8,12,266858,62542
541.0,2024-05-20,541.0,541.0,1,1602,62542
541.0,2024-05-21,541.0,541.0,11,13847,62542
615.0,2024-05-22,615.0,615.0,13,188521,62542
541.0,2024-05-23,541.0,541.0,2,1996,62542
541.0,2024-05-25,541.0,541.0,2,123,62542
541.0,2024-05-26,541.0,541.0,4,42802,62542
541.0,2024-05-27,541.0,541.0,3,171,62542
541.0,2024-05-28,541.0,541.0,2,514,62542
541.0,2024-05-29,541.0,541.0,2,1002,62542
541.0,2024-05-30,541.0,541.0,7,42165,62542
541.0,2024-05-31,541.0,541.0,4,64158,62542
541.0,2024-06-01,541.0,541.0,3,10357,62542
699.8,2024-06-02,699.8,699.8,11,335862,62542
541.0,2024-06-03,541.0,541.0,1,85,62542
676.0,2024-06-04,676.0,676.0,4,177581,62542
639.0,2024-06-05,639.0,639.0,3,3632,62542
450.0,2024-06-06,450.0,450.0,1,46,62542
450.0,2024-06-07,450.0,450.0,3,141,62542
733.9,2024-06-08,733.9,733.9,22,425993,62542
450.0,2024-06-09,450.0,450.0,3,36630,62542
451.0,2024-06-10,451.0,451.0,2,80,62542
649.0,2024-06-11,649.0,649.0,7,12279,62542
649.0,2024-06-12,649.0,600.0,18,152039,62542
451.0,2024-06-13,451.0,451.0,3,3424,62542
698.0,2024-06-14,698.0,698.0,1,89,62542
452.0,2024-06-15,452.0,452.0,7,2716,62542
697.0,2024-06-16,697.0,697.0,4,126,62542
452.2,2024-06-17,452.2,452.2,4,122,62542
698.0,2024-06-18,698.0,698.0,9,30189,62542
697.0,2024-06-19,697.0,697.0,3,62910,62542
452.2,2024-06-20,452.2,452.2,1,96,62542
452.2,2024-06-21,452.2,452.2,5,21823,62542
625.0,2024-06-22,625.0,625.0,6,158802,62542
452.2,2024-06-23,452.2,452.2,7,70479,62542
452.4,2024-06-24,452.4,452.4,2,13148,62542
452.4,2024-06-25,452.4,452.4,5,7819,62542
452.4,2024-06-26,452.4,452.4,4,20386,62542
453.0,2024-06-27,453.0,453.0,6,7356,62542
452.4,2024-06-28,452.4,452.4,2,866,62542
452.6,2024-06-29,452.6,452.6,2,7598,62542
452.7,2024-06-30,452.7,452.7,7,102956,62542
452.7,2024-07-01,452.7,452.7,3,247,62542
452.6,2024-07-02,452.6,452.6,1,524,62542
452.6,2024-07-03,452.6,452.6,1,768,62542
452.5,2024-07-04,452.5,452.5,4,6279,62542
452.5,2024-07-05,452.5,452.5,5,11684,62542
452.5,2024-07-06,452.5,452.5,5,10734,62542
452.5,2024-07-07,452.5,452.5,3,1625,62542
645.0,2024-07-08,645.0,645.0,5,18658,62542
452.5,2024-07-09,452.5,452.5,4,502,62542
645.9,2024-07-10,645.9,645.9,4,2334,62542
452.5,2024-07-11,452.5,452.5,2,11094,62542
452.5,2024-07-12,452.5,452.5,6,11311,62542
646.0,2024-07-13,649.9,645.9,7,67090,62542
452.5,2024-07-14,452.5,452.5,6,29110,62542
452.5,2024-07-15,452.5,452.5,2,4126,62542
452.7,2024-07-16,452.7,452.7,4,5097,62542
453.0,2024-07-17,453.0,453.0,3,9540,62542
685.0,2024-07-18,685.0,685.0,5,21954,62542
454.5,2024-07-19,454.5,454.5,3,12285,62542
455.13,2024-07-20,455.4,455.0,2,6,62542
455.6,2024-07-21,455.6,455.6,3,3302,62542
455.9,2024-07-22,455.9,455.9,8,145749,62542
456.0,2024-07-23,456.0,456.0,5,17369,62542
456.0,2024-07-24,456.0,456.0,6,24300,62542
456.1,2024-07-25,456.1,456.1,6,5551,62542
550.0,2024-07-26,550.0,550.0,6,68074,62542
610.0,2024-07-27,610.0,610.0,9,102269,62542
457.5,2024-07-28,457.5,457.5,6,7865,62542
682.9,2024-07-29,682.9,682.9,6,167820,62542
460.3,2024-07-30,460.3,460.3,3,39240,62542
460.4,2024-07-31,460.4,460.4,2,29600,62542
461.4,2024-08-01,660.0,461.4,4,8801,62542
461.4,2024-08-02,461.4,461.4,2,33499,62542
461.6,2024-08-03,461.6,461.6,2,11775,62542
461.7,2024-08-04,461.7,461.7,4,29436,62542
670.0,2024-08-05,670.0,670.0,16,115161,62542
461.7,2024-08-06,461.7,461.7,8,54437,62542
462.0,2024-08-07,462.0,462.0,3,1335,62542
461.1,2024-08-08,461.1,461.1,7,146356,62542
650.0,2024-08-09,650.0,650.0,3,4800,62542
465.0,2024-08-10,465.0,465.0,8,38442,62542
650.0,2024-08-11,669.9,465.1,11,95400,62542
