type_id,median_daily_liquidity
1152,12800900.0
1153,16200001.0
1154,3440000.0
1155,9883000.0
1156,3074000.0
1157,5574000.0
1158,2755000.0
1159,29047009.99
1160,12629000.0
1161,362010.0
1162,54452200.0
1163,165158700.0
1164,23324000.0
1165,16281000.0
1166,19842900.0
1167,51616700.0
1168,175207500.0
1169,5562500.0
1170,88000000.0
1171,124302000.0
1172,13710000.0
1173,70000000.0
1174,416489000.0
1175,99000000.0
1176,386072000.0
1177,220668400.0
1178,20498000.0
1179,149933000.0
1182,130546033.73
1183,3052119099.89
1185,145432929.74
1186,255784000.0
1190,614736390.0
1192,230243600.0
1193,29531150.0
1195,532307175.16
1196,618193000.0
1197,435575759.97
1198,567753298.4
1201,4001727760.0
1202,251179827.29
1204,155980000.0
1208,58748720.0
1210,34997760.0
1212,105021993.86
1214,10564001001.0
1216,1082375.0
1218,482307409.97
1220,496850.0
1221,100376100.0
1223,337257011.45
1224,2535243572.15
1225,150483186.01
1226,169320261.66
1227,4992264264.3
1228,5792867150.35
1229,983981653.24
1230,8730001254.02
1231,31234821348.39
1232,520161371.38
1236,8134672520.5
1240,213054000.0
1242,664550900.0
1244,2406379577.0
1245,59671180.0
1246,191978232.8
1247,3494400.0
1248,5200234000.0
1254,21169447.6
1255,3494400.0
1256,575562650.0
1262,52269826.0
1264,34578096.0
1265,95309800.0
1266,662581099.99
1272,451526210.0
1274,12675496.5
1275,167430000.0
1276,655531770.0
1282,1137916000.0
1284,29736002.0
1285,159736000.0
1286,299799347.42
1292,220654800.0
1294,96406696.1
1295,232311000.0
1296,414849949.0
1302,1439601400.0
1304,653776176.98
1305,54062380.0
1306,2311305799.88
1315,419783599.99
1317,3549967701.8
1318,27102232.0
1319,5976120760.0
1333,1004100974.8
1334,123119800.0
1335,4772949183.0
1351,197864999.96
1353,1638711097.0
1354,8332800.0
1355,5871724100.0
1401,949184000.0
1403,756040162.9
1404,17866480.0
1405,9635899915.7
1419,473019830.0
1422,3760191200.0
1436,1250406399.96
1445,2330418998.7
1446,8184960.0
1447,8701387927.6
1537,308219750.0
1539,799949256.0
1540,8332800.0
1541,7578607399.73
1547,271601370.0
1548,34144000.0
1549,273514000.0
1551,49666630.0
1552,52557000.0
1553,107753320.0
1557,47483330.0
1558,74400000.0
1559,222974330.0
1563,143050940.0
1564,50340000.0
1565,1180990000.0
1798,5474922999.98
1800,2219198999.96
1802,295191000.0
1804,451203127.0
1808,676455555.4
1809,182996360.0
1810,1175851640.66
1811,902100.0
1814,425025540.83
1815,840000.0
1816,209891123.24
1817,962425.0
1818,1404957902.27
1819,4500800.0
1820,397423757.77
1821,5402500.0
1822,746182871.93
1823,4200000.0
1824,1367865806.64
1825,4800000.0
1826,4330464514.4
1827,21000000.0
1828,1737458736.82
1829,31000000.0
1830,4838299199.02
1831,15000000.0
1832,2825406406.2
1833,24000000.0
1855,1588084788.0
1875,1800013200.0
1876,23320010.0
1877,10842948800.0
1893,1043331002.94
1944,1963884000.0
1945,154442000.0
1948,74985860.0
1949,730086535.0
1951,574526500.0
1952,7965943609.62
1955,269615316.0
1956,725322920.52
1957,286861302.0
1958,276497521.0
1963,439379450.9
1964,4382958900.0
1968,479747164.0
1969,5006533000.0
1973,146876483.73
1977,221053964.8
1978,24111539083.0
1986,473069500.0
1987,5035865000.0
1998,544838464.98
1999,12074207900.0
2001,1386400000.0
2006,10121888000.0
2007,598250000.0
2008,551990000.0
2009,333200000.0
2018,605948666.0
2019,1500000.0
2020,1407728800.0
2021,956769200.0
2024,6895681000.0
2026,836070000.0
2027,434100000.0
2028,416040000.0
2029,110030000.0
2030,680040000.0
2031,278120000.0
2032,9134388800.0
2034,68020000.0
2035,201620000.0
2036,126200000.0
2037,1019100000.0
2038,2736398989.28
2040,279337000.0
2041,674491000.0
2042,1621600000.0
2043,1642500000.0
2044,1322100000.0
2046,6955961433.6
2047,268310000.0
2048,41367720200.0
2050,31931170000.0
2053,32430000.0
2054,490060000.0
2055,408980000.0
2056,332870000.0
2057,860003342.2
2073,833162254.45
2078,8609130000.0
2082,141164580013.0
2103,85227483.22
2104,1552413102.0
2108,259237467.12
2109,7350592000.0
2117,1924167900.0
2161,819778100.0
2162,101312000.0
2173,2244775780.0
2174,643732961.0
2175,21107569440.0
2178,1657217190.0
2180,6020928520.0
2182,2353058962.0
2183,2087090890.0
2184,566401121.0
2185,26171717500.0
2188,1198723515.0
2193,1766504917.7
2194,12679801001.0
2195,31346543000.0
2203,2257449518.4
2204,216157582.2
2205,17382608400.0
2254,813330108.61
2267,1877158390.68
2268,4311854351.18
2270,3122751280.31
2272,5905048113.3
2281,128055285410.0
2286,5673008745.06
2287,2512231410.05
2288,2400121568.65
2289,807039148.0
2290,87928000.0
2291,617596508.6
2292,158320000.0
2293,1102644594.92
2294,55060000.0
2295,744530810.0
2296,113533000.0
2297,3287348300.0
2299,5209069500.0
2301,16487843000.0
2303,12898515887.0
2305,2835204776.65
2306,5614295738.29
2307,4637492345.19
2308,4880577401.81
2309,3287386700.61
2310,6579269054.85
2311,2249784910.67
2312,47851466150.0
2317,24715790851.6
2319,85282760359.69
2321,17005846880.0
2327,14619756580.0
2328,8741820362.62
2329,26840984082.0
2331,376610019.0
2332,8282410.0
2333,5897353783.33
2341,2013707799.92
2344,5463150640.0
2345,10253016370.0
2346,69159835240.4
2348,79131259131.0
2349,11858143426.47
2351,7852964340.0
2352,6971490770.0
2354,8856330420.0
2355,1037058259.91
2358,38766841250.0
2360,14691305010.0
2361,13536145836.45
2363,1012874780.5
2364,21494292100.0
2366,18664108880.0
2367,73569420817.2
2368,14951000.0
2369,14951000.0
2371,24950000.0
2373,9951000.0
2374,14950999.97
2375,38951000.0
2376,4951000.0
2377,89901000.0
2389,36644032735.0
2390,27076093185.0
2392,25144101619.1
2393,25747394404.49
2395,28694450843.3
2396,11386516944.8
2397,21676412220.1
2398,19000944952.8
2399,39981638481.8
2400,14759532146.4
2401,35223148248.0
2403,79119218997.0
2404,15454307100.0
2406,8844800600.0
2410,16885711100.0
2420,30542953800.0
2436,14066156836.0
2444,3114645570.0
2445,14793951001.0
2446,16459093790.0
2454,7584085445.85
2455,180599461.99
2456,23073848150.0
2463,42552678632.95
2464,1413179475.27
2465,80033882.8
2466,13762582220.0
2476,2653547285.6
2477,8454051001.0
2478,19830354500.0
2486,3232073063.5
2487,77394876.0
2488,43483367080.0
2495,693691100.0
2505,696944700.0
2506,5371598085.8
2507,88506300.0
2508,4314685569.57
2509,110081390.0
2510,2595727173.2
2511,88822100.0
2512,327812040.68
2513,482000.0
2514,444523378.75
2515,7725000.0
2516,668452056.58
2517,790030.0
2524,597047087.58
2525,638274584.17
2529,543791260.0
2530,285772360.0
2531,2759579300.0
2533,700039269.33
2534,955466512.26
2537,377590648.0
2538,252901360.0
2539,1897353500.0
2545,773433830.0
2546,281926360.0
2547,1188709300.0
2549,863968216.93
2550,613686697.12
2551,555117043.17
2553,7135031900.0
2559,7139500999.94
2563,8235111000.0
2567,4288070000.0
2571,6246066999.92
2575,4713710000.0
2589,15477380000.0
2603,314431655.37
2604,16914870.0
2605,13198778586.9
2613,4551436980.91
2621,5529011964.5
2629,10564778687.0
2637,3204905085.2
2647,1129742689.42
2655,1358404460.9
2679,6515627954.0
2735,1214399872502.08
2736,105600000000.0
2739,105811484000.0
2740,105650000000.0
2741,105600000000.0
2750,1056499900000.0
2752,211210000000.0
2755,105600000000.0
2757,105600000000.0
2759,105600000000.0
2761,105600000000.0
2763,105600000000.0
2774,1056100000000.0
2775,528000990000.0
2776,264000650000.0
2777,1056150350000.0
2778,528001803700.0
2779,264017527000.0
2780,1056000600000.0
2781,528000520200.0
2782,264000420000.0
2783,1056004500000.0
2784,528000836800.0
2785,264000675000.0
2787,211220000000.0
2792,105600000000.0
2794,105600000000.0
2796,105600000000.0
2798,105600000000.0
2799,105600000000.0
2801,9324629216.1
2803,158400000000.0
2804,158400110000.0
2805,211200000000.0
2806,105600001000.0
2807,211200000000.0
2808,105600000000.0
2810,105600000000.0
2811,7448865634.02
2813,52800001000.0
2814,105600000000.0
2815,52800110000.0
2816,52800000000.0
2817,3496102186.01
2819,52800000000.0
2822,211200000000.0
2823,105600000000.0
2824,105600000000.0
2825,52800000000.0
2826,52800000000.0
2827,105600000000.0
2828,105600000000.0
2829,211200000000.0
2830,211200000000.0
2833,2936000000.0
2834,1000.0
2863,12551312000.0
2865,12053177000.0
2867,102182682000.0
2868,104523360000.0
2869,40868696175.0
2870,32368648000.0
2871,33976229000.0
2872,79835369900.0
2873,4494991770.0
2875,90110928900.0
2876,58530705000.0
2881,7886193000.0
2889,15276782200.0
2897,13714087000.0
2905,1574591000.0
2913,13014160000.0
2921,713110999.95
2929,20767109290.0
2937,3392649996.0
2945,4562464000.0
2948,149693850000.0
2953,5966180990.0
2961,80000415300.0
2969,8592582799.72
2977,4974625190.0
2985,4069953300.0
2993,3101100194.0
2998,13545930000.0
3001,3873833900.0
3009,14082129600.0
3017,2105261299.96
3025,13048405000.0
3033,6447126177.56
3039,6188692900.0
3041,8688206100.0
3049,15575133500.0
3057,35652477820.0
3065,19571283160.0
3074,7204108520.0
3077,565184320.0
3078,893056002.0
3079,10653201002.0
3080,501148002.0
3081,2092911002.0
3082,48401279097.0
3084,41258201002.0
3085,230730800.0
3086,479638000.2
3087,9574001000.2
3088,879163002.0
3089,3708481002.0
3090,45301034300.0
3092,23357400000.0
3093,1870483002.0
3094,3882981000.2
3095,42402301002.0
3096,3570188005.0
3097,2923891000.2
3098,841221599.86
3100,8344701002.0
3101,1097185002.0
3102,761955301.0
3103,2889251000.0
3104,138319792.0
3105,268173000.2
3106,3638823200.0
3108,6992330013.0
3109,215141839.18
3110,445715602.0
3111,589420001.2
3112,643284082.5
3113,2227591002.0
3114,626127000.0
3116,10688801002.0
3117,1723960020.0
3118,4499160000.1
3119,40906200000.0
3120,1611601020.0
3121,2207491002.0
3122,3543265000.0
3124,11238400000.0
3125,3383077002.0
3126,7488991002.0
3127,28320767150.0
3128,2123894000.0
3129,874691002.0
3130,7611307000.0
3132,28941801000.0
3133,1663774000.0
3134,1924169400.0
3135,36355601000.0
3136,11322560020.0
3137,7137601002.0
3138,14559330000.0
3140,35560301002.0
3141,898300002.0
3142,4368651002.0
3143,37025101002.0
3144,1305288999.99
3145,3893821000.0
3146,21247696986.0
3148,4787174200.0
3149,1296983460.0
3150,4881123560.0
3151,2330501000.0
3152,171483531.5
3153,2208637600.0
3154,26775552000.0
3156,4106311000.0
3157,1072156000.0
3158,2476601000.2
3159,12699901000.0
3160,86126293.99
3161,1256636335.0
3162,6734999000.0
3164,6279901002.0
3165,185995002.0
3166,1002671003.2
3167,19756601002.0
3168,1647842020.0
3169,1557921002.0
3170,8387782299.7
3172,11644401000.2
3173,1092547502.0
3174,801821000.0
3175,1811501000.2
3176,811459780.0
3177,2026971000.0
3178,49979667900.0
3180,12999348060.0
3181,1090197000.0
3182,1689301000.0
3183,12188101000.0
3184,19877371000.0
3185,1196130002.0
3186,23344751920.0
3188,2194211002.0
3189,4835201000.2
3190,5883617002.0
3191,9555631002.0
3192,26899901002.0
3193,5865643020.0
3194,5528720001.0
3195,35830000200.0
3196,1013950402.0
3197,2419581002.0
3198,28889601002.0
3199,249195000.0
3200,400011002.0
3201,4097901000.2
3202,2569705020.0
3203,1798219420.0
3204,1333966002.0
3205,900903002.0
3206,145650901.95
3207,3165441000.7
3208,538241002.0
3209,5861311002.0
3210,3378021002.0
3211,2754751002.0
3212,6375488600.0
3213,17838001002.0
3214,34205201002.0
3215,23847901002.0
3216,18393301000.2
3217,650998000.0
3218,27394701500.0
3220,932871000.2
3221,12442201002.0
3222,247385000.0
3223,2735777237.6
3224,29285801002.0
3225,387567000.0
3226,2268901002.0
3227,3251431000.2
3228,764072002.0
3229,984571000.2
3230,5652201002.0
3231,1149977001.1
3232,1148781002.0
3233,9768301002.0
3234,2386621002.0
3235,33372701002.0
3236,1775812002.0
3237,3298861001.97
3238,4652341002.0
3239,47857544500.0
3240,3908570002.0
3241,4201490001.0
3242,6719363230.8
3243,72051680.0
3244,18094386800.0
3246,26639200001.0
3247,1050950010.0
3248,1202251201.98
3249,14674001002.03
3250,2444969790.0
3251,2269201002.0
3252,5301101000.2
3253,1002440020.0
3254,1037481002.0
3255,5257301000.27
3256,15538024010.0
3257,9691071002.0
3258,14197801000.2
3262,58997000.2
3263,963161002.0
3264,982024000.2
3265,19674338019.98
3266,8338891002.0
3267,23432201000.2
3268,720706001.98
3269,3484859002.0
3270,16948001002.01
3271,180662002.0
3272,787852000.3
3273,895940000.2
3274,1063961003.0
3275,2773640992.0
3276,15416501002.0
3277,50082411.93
3278,128609600.3
3279,1601119000.2
3280,167145621.0
3281,19385000.2
3282,2516862000.3
3283,8300899.97
3284,139432007.0
3285,1286169000.0
3287,3008583000.2
3288,124753301.0
3289,1022933001.0
3290,1190942000.1
3291,304490008.24
3292,1769342000.0
3293,171634374.94
3296,686266795.68
3297,511155253.0
3299,4355902000.0
3300,63036200.0
3301,54806701.0
3302,274183200.0
3303,289375275.0
3304,1138345900.0
3305,1112593280.0
3306,1114342890.0
3307,26462281000.0
3308,26669203000.0
3309,26497663000.0
3310,528409456.0
3311,170315560.0
3312,790460240.0
3315,13312991600.0
3316,945661400.0
3317,2357087100.0
3318,720752880.0
3319,441684721.0
3320,274825290.0
3321,321462800.0
3322,362215820.0
3323,438345100.0
3324,1113977100.0
3325,4537596100.0
3326,6739661200.0
3327,281964297.0
3328,86443610.0
3329,442792009.6
3330,457300495.0
3331,450483706.6
3332,8957494100.0
3333,9142464500.0
3334,8814001394.0
3335,8971269600.0
3336,66368811000.0
3337,66228779000.0
3338,66183053950.0
3339,65947025000.0
3340,4590377700.0
3341,4451525000.0
3342,4493752500.0
3343,4460185200.0
3344,52636162000000.0
3345,52643031000000.0
3346,52641229010000.0
3347,52637391010000.0
3348,305862583.0
3349,83818610.0
3350,109341000.0
3351,451717300.0
3352,515511100.0
3354,2376882700.0
3355,299676161.0
3356,21609114.0
3357,189703080.0
3358,19056810.0
3359,228633690.21
3361,293018992.0
3363,276544970.0
3368,443619208.0
3373,8829047100.0
3380,274836582.0
3385,668903202.1
3386,248764908.0
3387,1868395346.0
3388,2653958765.0
3389,2695991800.0
3392,268530190.0
3393,403008670.0
3394,783662350.0
3395,795319470.0
3396,3574174900.0
3397,311210000.0
3398,264561823000.0
3400,877737220000.0
3402,268705136.9
3403,4462441300.0
3405,345626761.0
3406,4481665600.0
3408,118032210000.0
3409,4498915000.0
3410,5206445950.0
3411,924818039.0
3412,4461790000.0
3413,49651620.0
3414,1089402000.0
3415,3513712000.0
3416,195162954.0
3417,539607715.0
3418,1780675900.0
3419,1573437400.0
3420,1852193700.0
3421,1148415000.0
3422,1211266603.0
3423,684347102.0
3424,706676600.0
3425,881879000.0
3426,47370505.0
3427,1116330090.0
3428,930936110.0
3429,1333886100.0
3430,66904900.0
3431,886340200.0
3432,883552390.0
3433,1120892150.0
3434,913010409.0
3435,1593979522.0
3436,51608518.0
3437,546423180.0
3438,449688200.0
3439,1836382110.0
3440,3938603300.0
3441,4499281800.0
3442,6706317600.0
3443,82243830.0
3444,218785000.0
3446,1471224783.5
3447,14866953000.0
3449,44851570.0
3450,353584584.0
3451,363846340.0
3452,447956543.42
3453,337606800.0
3454,4546091800.0
3455,69997068.0
3456,88279140000.0
3465,378869710.0
3466,80385800.0
3467,60047588.36
3469,294252799.96
3470,5294702000.0
3471,1350805000.0
3474,8114852000.0
3475,33403482000.0
3476,898656000.0
3477,2946992000.0
3478,26624672000.0
3479,1229910000.0
3481,7785851000.0
3482,55175246500.0
3488,2629530299.95
3496,4128489800.0
3504,4249352300.0
3512,6631195930.3
3514,44550000.29
3516,233000000.0
3518,639900000.0
3520,10844359000.0
3528,674388209.49
3529,2650540.0
3530,4730133700.0
3532,18029991000.0
3534,109547330000.0
3536,30693921900.0
3538,1413387799.9
3539,1689700000.0
3540,5240019275.99
3542,58369478000.0
3544,31970755500.0
3546,20731923000.0
3550,72688245000.0
3551,526348551.0
3552,89516422.04
3553,29482000.0
3554,10522513455.34
3555,44850410.0
3559,13244120000.0
3561,56665489000.0
3563,2573842000.0
3565,28166425000.0
3566,171894358.0
3567,35234700.0
3568,7292658633.0
3571,35066232000.0
3573,21094220000.0
3575,13700136600.0
3576,1583291918.0
3577,66757200.0
3578,10674682730.0
3581,1981609620.0
3586,146179364.8
3587,38269360.0
3588,878538574.0
3596,377649464.0
3597,95520200.0
3598,4661725883.35
3606,66605875.6
3607,239329040.0
3608,2375494000.0
3616,7285435660.0
3617,18889184660.0
3618,9789001188.0
3643,182390012.04
3645,25917720979.5
3647,172893527.97
3651,2805104.28
3653,1914912865.1
3654,39559000.0
3655,859425199.99
3663,76759660.0
3664,63990000.0
3665,3235464980.0
3673,1457676267.14
3683,38300623824.68
3685,1936344686.08
3687,1589177106.45
3689,47603490604.0
3691,15602689481.0
3693,19588371353.4
3695,13575584720.0
3697,19473622885.0
3699,7272847899.59
3703,1825734656.2
3705,858982015.5
3707,184925420.0
3709,1451868764.4
3711,769363838.0
3713,250349265.0
3715,2456205199.96
3717,410501223.8
3719,4438675035.0
3721,4948059210.0
3723,1131501762.0
3725,19369491728.4
3727,2512546160.0
3729,3408715652.0
3731,3516855020.0
3732,87817606000.0
3756,34676550850.0
3764,941700000.29
3765,5880387710000.0
3766,182215799.98
3767,63861089.0
3771,4403839287.2
3773,13393436184.1
3775,44514792383.25
3777,1827672705.49
3779,33643850707.95
3806,3976627380.0
3810,14403889018.0
3812,15240672144.54
3814,231221047.36
3818,151847543.99
3820,21401919.2
3822,773845875.5
3824,1573909510.0
3826,19734848.0
3828,29486712503.56
3829,1042576532.0
3830,37048955.0
3831,9806063840.0
3839,1210400160.0
3840,14042730.0
3841,19390936704.0
3887,149632649.0
3888,6243199400.0
3893,1652636000.0
3894,5348258584.0
3895,5932081661.0
3897,165370800.0
3898,57150710090.0
3899,163100.0
3901,358739550.0
3903,166200.0
3907,5425630.0
3909,844000.0
3913,10000000.0
3915,169600.0
3937,527890730.0
3938,91340000.0
3939,617576530.0
3941,24071972068.0
3942,65133000.0
3943,1952749500.0
3947,1053898286.0
3948,51210000.0
3949,30886607570.0
3953,6512464599.94
3954,148636000.0
3955,833746000.0
3958,3807190000.0
3962,22922050000.0
3966,440610000.0
3977,89502532.0
3978,6336000000.0
3979,1363712400.0
3981,3092672494.0
3982,6758400000.0
3983,2057252040.39
3986,168890100.0
3987,1183834800.0
3988,7180800000.0
3989,2819249197.76
3992,473210000.0
3993,746875690.0
3994,756000000.0
3995,3734660384.0
3997,920800000.0
3998,2615680000.0
3999,3344800000.0
4001,656059000.0
4002,669900000.0
4003,6949200000.0
4004,468240000.0
4008,3094750000.0
4009,59636356880.0
4016,1612810000.0
4017,11000.0
4018,670320000.0
4019,313831000.0
4020,100527500.0
4021,1319320000.0
4022,1478050000.0
4025,6462020951.5
4027,9224919300.5
4028,1782001000.0
4030,250200.0
4033,891670000.0
4034,1.0
4035,57020001.0
4036,457020000.0
4038,17065000000.0
4042,2816598000.0
4046,25021100000.0
4048,10254500000.0
4050,11968000.0
4051,66225605028.0
4052,19998.0
4054,889028000.0
4057,1371780000.0
4058,1452210000.0
4059,2405310000.0
4060,2974570000.0
4061,1210870000.0
4062,536100000.0
4063,1036310000.0
4064,1072740000.0
4065,4526100000.0
4066,29411300000.0
4067,18031390000.0
4068,2561000000.0
4069,154410000.0
4070,1.0
4071,6000.0
4072,300900.0
4073,400800.0
4074,300600.0
4075,47431000000.0
4076,1.0
4078,1143520000.0
4085,3957100000.0
4097,18807000000.0
4098,483250000.0
4101,1.0
4102,1.0
4103,1119650200.0
4104,1.0
4105,3396620000.0
4106,1926380200.0
4107,1.0
4108,1.0
4109,1.0
4111,1.0
4112,171831000.0
4113,282910300.0
4115,1.0
4116,1500000.0
4117,151000000.0
4118,1000000.0
4119,2226961000.0
4120,1000000.0
4121,1000000.0
4122,3452200000.0
4123,71030000.0
4124,9559100000.0
4125,50030000.0
4126,100000000.0
4127,50000000.0
4130,79990000.0
4131,60000000.0
4132,100000000.0
4135,1140770000.0
4136,671032130.0
4137,186244100.0
4138,61222600.0
4139,90250000.0
4140,5775670000.0
4141,284604690.0
4142,103245610.0
4143,319500.0
4144,255850500.0
4147,4633778600.0
